297.6,279.8,0,54.183,24.313,31.658,33.419
385,386,0,65.507,43.423,32.309,43.986
385,332.1,0,61.198,32.243,31.335,35.333
0,0,0,0,0,0,0
0.019797,0.02103,0,0.0065109,0.0002071,0.00024274,0.00040004
0,0,0,0.011226,0.03933,0.0020186,0.034916
0,0.023771,0,0.011252,0.025335,0.00090352,0.0084947
